ARREST_DATE,PD_DESC,OFNS_DESC,LAW_CODE,ARREST_BORO,ARREST_PRECINCT,AGE_GROUP,PERP_SEX
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,K,84,(null),(null)
2025-01-15T00:00:00.000,"MENACING,UNCLASSIFIED",ASSAULT 3 & RELATED OFFENSES,PL 1201500,B,47,25-44,F
2025-01-15T00:00:00.000,"CHILD, ENDANGERING WELFARE",SEX CRIMES,PL 2601001,Q,105,18-24,M
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE,POSSESS.",DANGEROUS DRUGS,PL 2202101,B,52,25-44,M
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE,INTENT TO",DANGEROUS DRUGS,PL 2201601,M,28,25-44,F
2025-01-15T00:00:00.000,CRIMINAL POSSESSION WEAPON,DANGEROUS WEAPONS,PL 265031B,B,48,25-44,M
2025-01-15T00:00:00.000,"CONTEMPT,CRIMINAL",OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,18,25-44,F
2025-01-15T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1701501,K,84,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,19,25-44,M
2025-01-15T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,B,49,(null),(null)
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE,INTENT TO",DANGEROUS DRUGS,PL 2201601,K,94,(null),(null)
2025-01-15T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,B,47,(null),(null)
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL05110MU,K,70,(null),(null)
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,K,83,(null),(null)
2025-01-15T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,S,120,(null),(null)
2025-01-15T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1701003,Q,115,(null),(null)
2025-01-15T00:00:00.000,STRANGULATION 1ST,FELONY ASSAULT,PL 1211200,B,44,(null),(null)
2025-01-15T00:00:00.000,"ACCOSTING,FRAUDULENT",FRAUDULENT ACCOSTING,PL 1653001,M,14,(null),(null)
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL05110MU,Q,116,25-44,M
2025-01-15T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,Q,110,(null),(null)
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,M,9,(null),(null)
2025-01-15T00:00:00.000,CRIMINAL MIS 2 & 3,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,M,1,(null),(null)
2025-01-15T00:00:00.000,"BURGLARS TOOLS,UNCLASSIFIED",BURGLAR'S TOOLS,PL 1403500,Q,103,<18,M
2025-01-15T00:00:00.000,AGGRAVATED HARASSMENT 2,OFF. AGNST PUB ORD SENSBLTY &,PL 240301B,K,62,(null),(null)
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE,SALE 3",DANGEROUS DRUGS,PL 2203901,K,70,45-64,F
2025-01-15T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1701501,K,71,(null),(null)
2025-01-15T00:00:00.000,"PUBLIC ADMINISTATION,UNCLASS M",OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,K,75,(null),(null)
2025-01-15T00:00:00.000,"MENACING,UNCLASSIFIED",ASSAULT 3 & RELATED OFFENSES,PL 1201401,Q,109,(null),(null)
2025-01-15T00:00:00.000,"BRIBERY,PUBLIC ADMINISTRATION",MISCELLANEOUS PENAL LAW,PL 2154002,M,14,25-44,M
2025-01-15T00:00:00.000,AGGRAVATED HARASSMENT 2,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,B,40,(null),(null)
2025-01-15T00:00:00.000,ASSAULT POLICE/PEACE OFFICER,FELONY ASSAULT,PL 1200800,Q,110,25-44,M
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,76,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,GRAND FROM PERSON,UNCL",GRAND LARCENY,PL 1553005,Q,103,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",GRAND LARCENY,PL 1553001,B,44,18-24,M
2025-01-15T00:00:00.000,AGGRAVATED HARASSMENT 2,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,B,52,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,19,(null),(null)
2025-01-15T00:00:00.000,CRIMINAL MIS 2 & 3,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,K,79,(null),(null)
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,M,18,25-44,F
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,17,(null),(null)
2025-01-15T00:00:00.000,"BURGLARY,UNCLASSIFIED,UNKNOWN",BURGLARY,PL 1402501,Q,107,25-44,M
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,K,62,25-44,M
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,M,14,45-64,M
2025-01-15T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,K,71,(null),(null)
2025-01-15T00:00:00.000,"GAMBLING, DEVICE, POSSESSION",GAMBLING,PL 2253001,K,72,(null),(null)
2025-01-15T00:00:00.000,STRANGULATION 1ST,FELONY ASSAULT,PL 1211200,B,42,(null),(null)
2025-01-15T00:00:00.000,SEXUAL ABUSE,SEX CRIMES,PL 1306504,Q,112,(null),(null)
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE,INTENT TO",DANGEROUS DRUGS,PL 2201601,B,48,25-44,M
2025-01-15T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,Q,110,25-44,F
2025-01-15T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1701004,B,40,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,1,(null),(null)
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,Q,116,(null),(null)
2025-01-15T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1201001,B,50,25-44,M
2025-01-15T00:00:00.000,"PUBLIC SAFETY,UNCLASSIFIED MIS",OFFENSES AGAINST PUBLIC SAFETY,PL 2703000,B,43,25-44,M
2025-01-15T00:00:00.000,"BURGLARY,UNCLASSIFIED,UNKNOWN",BURGLARY,PL 1402000,M,23,25-44,M
2025-01-15T00:00:00.000,BAIL JUMPING 1 & 2,MISCELLANEOUS PENAL LAW,PL 2155600,K,72,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,1,(null),(null)
2025-01-15T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED FEL",OTHER STATE LAWS,VTL05110FE,B,43,25-44,M
2025-01-15T00:00:00.000,"TRESPASS 3, CRIMINAL",CRIMINAL TRESPASS,PL 140100G,B,40,25-44,M
2025-01-15T00:00:00.000,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",GRAND LARCENY,PL 1553001,K,75,(null),(null)
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,K,69,(null),(null)
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,K,62,(null),(null)
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,Q,103,(null),(null)
2025-01-15T00:00:00.000,CRIMINAL POSSESSION WEAPON,DANGEROUS WEAPONS,PL 265031B,M,34,18-24,M
2025-01-15T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,K,83,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,5,45-64,F
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,K,67,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,Q,114,(null),(null)
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,B,40,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,1,18-24,M
2025-01-15T00:00:00.000,CRIMINAL POSSESSION WEAPON,DANGEROUS WEAPONS,PL 2651A00,B,40,(null),(null)
2025-01-15T00:00:00.000,"MENACING,UNCLASSIFIED",ASSAULT 3 & RELATED OFFENSES,PL 1201401,B,47,25-44,F
2025-01-15T00:00:00.000,"FORGERY-ILLEGAL POSSESSION,VEH",MISCELLANEOUS PENAL LAW,PL 1706502,Q,103,(null),(null)
2025-01-15T00:00:00.000,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL1192000,Q,105,25-44,M
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL05110MU,B,40,(null),(null)
2025-01-15T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651502,B,52,(null),(null)
2025-01-15T00:00:00.000,"BRIBERY,PUBLIC ADMINISTRATION",MISCELLANEOUS PENAL LAW,PL 2154002,M,14,(null),(null)
2025-01-15T00:00:00.000,"PUBLIC ADMINISTATION,UNCLASS M",OFFENSES AGAINST PUBLIC ADMINI,PL 1950501,K,77,(null),(null)
2025-01-15T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,14,(null),(null)
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,Q,101,(null),(null)
2025-01-15T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510D,B,45,(null),(null)
2025-01-15T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200507,B,41,(null),(null)
2025-01-15T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510D,Q,109,25-44,M
2025-01-15T00:00:00.000,"LARCENY,GRAND BY EXTORTION",GRAND LARCENY,PL 1554002,M,19,(null),(null)
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,B,45,(null),(null)
2025-01-15T00:00:00.000,CRIMINAL POSSESSION WEAPON,DANGEROUS WEAPONS,PL 265031B,M,25,25-44,M
2025-01-15T00:00:00.000,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL11920U3,Q,116,(null),(null)
2025-01-15T00:00:00.000,"CHILD, ENDANGERING WELFARE",SEX CRIMES,PL 2601001,Q,105,25-44,M
2025-01-15T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,Q,115,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,K,68,65+,M
2025-01-15T00:00:00.000,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",CRIMINAL MISCHIEF & RELATED OF,PL 1450001,K,75,(null),(null)
2025-01-15T00:00:00.000,RAPE 1,RAPE,PL 130351A,B,41,(null),(null)
2025-01-15T00:00:00.000,"PUBLIC ADMINISTATION,UNCLASS M",OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,9,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,19,25-44,M
2025-01-15T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,M,18,(null),(null)
2025-01-15T00:00:00.000,OBSTR BREATH/CIRCUL,ASSAULT 3 & RELATED OFFENSES,PL 1211100,K,73,18-24,M
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,B,40,(null),(null)
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,72,(null),(null)
2025-01-15T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED VIO",OTHER STATE LAWS,LOC00000V0,M,10,(null),(null)
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,Q,103,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,K,61,18-24,F
2025-01-15T00:00:00.000,STRANGULATION 1ST,FELONY ASSAULT,PL 1211300,B,48,(null),(null)
2025-01-15T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200512,K,70,(null),(null)
2025-01-15T00:00:00.000,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL11920U2,K,66,(null),(null)
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL05110MU,K,79,(null),(null)
2025-01-15T00:00:00.000,"CONTEMPT,CRIMINAL",OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,B,44,25-44,M
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,K,68,25-44,F
2025-01-15T00:00:00.000,"CHILD, ENDANGERING WELFARE",SEX CRIMES,PL 2601001,Q,115,(null),(null)
2025-01-15T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,M,14,25-44,M
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE,INTENT TO",DANGEROUS DRUGS,PL 2201601,K,60,(null),(null)
2025-01-15T00:00:00.000,WEAPONS POSSESSION 3,DANGEROUS WEAPONS,PL 2650201,Q,114,45-64,M
2025-01-15T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED VIO",OTHER STATE LAWS,LOC00000V0,B,44,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,GRAND BY THEFT OF CREDIT CARD",GRAND LARCENY,PL 1553010,Q,103,25-44,M
2025-01-15T00:00:00.000,"FORGERY,ETC.-MISD.",OFFENSES INVOLVING FRAUD,PL 1700500,B,47,(null),(null)
2025-01-15T00:00:00.000,STRANGULATION 1ST,FELONY ASSAULT,PL 1211200,S,120,45-64,M
2025-01-15T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,9,(null),(null)
2025-01-15T00:00:00.000,RECKLESS ENDANGERMENT 2,OFFENSES AGAINST THE PERSON,PL 1202000,B,40,(null),(null)
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,B,50,(null),(null)
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,B,40,(null),(null)
2025-01-15T00:00:00.000,OBSTR BREATH/CIRCUL,ASSAULT 3 & RELATED OFFENSES,PL 1211100,Q,106,25-44,M
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE,SALE 3",DANGEROUS DRUGS,PL 2203901,B,40,(null),(null)
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED INFRACTIO",OTHER TRAFFIC INFRACTION,VTL051101A,B,45,(null),(null)
2025-01-15T00:00:00.000,"IMPERSONATION 2, PUBLIC SERVAN",FRAUDS,PL 1902300,S,120,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,K,83,25-44,M
2025-01-15T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED FEL",OTHER STATE LAWS,VTL05110FE,B,43,25-44,M
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED INFRACTIO",OTHER TRAFFIC INFRACTION,VTL051101A,Q,105,(null),(null)
2025-01-15T00:00:00.000,STRANGULATION 1ST,FELONY ASSAULT,PL 1211200,K,83,(null),(null)
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,K,66,(null),(null)
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,Q,113,(null),(null)
2025-01-15T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED FEL",OTHER STATE LAWS,VTL05110FE,B,42,(null),(null)
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200605,M,28,(null),(null)
2025-01-15T00:00:00.000,WEAPONS POSSESSION 3,DANGEROUS WEAPONS,PL 2650201,K,84,(null),(null)
2025-01-15T00:00:00.000,CRIMINAL DISPOSAL FIREARM 1,DANGEROUS WEAPONS,PL 2651302,M,25,(null),(null)
2025-01-15T00:00:00.000,"FACILITATION 4, CRIMINAL",ANTICIPATORY OFFENSES,PL 1150001,M,34,(null),(null)
2025-01-15T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED FEL",OTHER STATE LAWS,COR0168EB3,M,5,45-64,M
2025-01-15T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,K,73,25-44,M
2025-01-15T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,14,(null),(null)
2025-01-15T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,K,73,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,GRAND FROM PERSON,UNCL",GRAND LARCENY,PL 1553005,Q,109,(null),(null)
2025-01-15T00:00:00.000,"GAMBLING, DEVICE, POSSESSION",GAMBLING,PL 2253002,B,43,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,10,25-44,M
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,60,<18,M
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,M,30,(null),(null)
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,B,46,25-44,M
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE,INTENT TO",DANGEROUS DRUGS,PL 2201601,B,40,25-44,M
2025-01-15T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,B,40,(null),(null)
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE,INTENT TO",DANGEROUS DRUGS,PL 2201601,B,48,45-64,M
2025-01-15T00:00:00.000,STRANGULATION 1ST,FELONY ASSAULT,PL 1211200,M,34,(null),(null)
2025-01-15T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,32,(null),(null)
2025-01-15T00:00:00.000,"MENACING,UNCLASSIFIED",ASSAULT 3 & RELATED OFFENSES,PL 1201500,B,41,(null),(null)
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,K,75,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",GRAND LARCENY,PL 1553004,M,14,(null),(null)
2025-01-15T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,Q,103,25-44,F
2025-01-15T00:00:00.000,CRIMINAL POSSESSION WEAPON,DANGEROUS WEAPONS,PL 265031B,B,47,45-64,F
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,K,75,(null),(null)
2025-01-15T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,6,(null),(null)
2025-01-15T00:00:00.000,"FORGERY,ETC.-MISD.",OFFENSES INVOLVING FRAUD,PL 1700500,B,42,(null),(null)
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,75,(null),(null)
2025-01-15T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,Q,101,25-44,M
2025-01-15T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1702500,K,77,(null),(null)
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,K,75,(null),(null)
2025-01-15T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,B,40,(null),(null)
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,Q,103,25-44,M
2025-01-15T00:00:00.000,"MENACING,UNCLASSIFIED",ASSAULT 3 & RELATED OFFENSES,PL 1201500,K,78,(null),(null)
2025-01-15T00:00:00.000,"CONTEMPT,CRIMINAL",OFFENSES AGAINST PUBLIC ADMINI,PL 2155006,M,20,25-44,M
2025-01-15T00:00:00.000,"MENACING,UNCLASSIFIED",ASSAULT 3 & RELATED OFFENSES,PL 1201401,Q,104,(null),(null)
2025-01-15T00:00:00.000,AGGRAVATED HARASSMENT 2,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,13,(null),(null)
2025-01-15T00:00:00.000,CRIMINAL MIS 2 & 3,CRIMINAL MISCHIEF & RELATED OF,PL 1451000,M,18,25-44,M
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,B,52,(null),(null)
2025-01-15T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,B,41,(null),(null)
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,62,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,K,61,(null),(null)
2025-01-15T00:00:00.000,"MENACING,UNCLASSIFIED",ASSAULT 3 & RELATED OFFENSES,PL 1201401,B,52,(null),(null)
2025-01-15T00:00:00.000,"MENACING,UNCLASSIFIED",ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,13,45-64,M
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,75,(null),(null)
2025-01-15T00:00:00.000,"PUBLIC ADMINISTATION,UNCLASS M",OFFENSES AGAINST PUBLIC ADMINI,PL 2052001,B,41,(null),(null)
2025-01-15T00:00:00.000,AGGRAVATED HARASSMENT 2,OFF. AGNST PUB ORD SENSBLTY &,PL 240301A,B,49,(null),(null)
2025-01-15T00:00:00.000,ASSAULT POLICE/PEACE OFFICER,FELONY ASSAULT,PL 1200800,Q,110,(null),(null)
2025-01-15T00:00:00.000,"WEAPONS, POSSESSION, ETC",DANGEROUS WEAPONS,PL 2650101,B,42,(null),(null)
2025-01-15T00:00:00.000,"BURGLARY,UNCLASSIFIED,UNKNOWN",BURGLARY,PL 1402501,M,6,45-64,F
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,19,(null),(null)
2025-01-15T00:00:00.000,"SEXUAL ABUSE 3,2",SEX CRIMES,PL 1305201,B,41,(null),(null)
2025-01-15T00:00:00.000,"TRESPASS 2, CRIMINAL",CRIMINAL TRESPASS,PL 1401502,K,68,25-44,M
2025-01-15T00:00:00.000,"STOLEN PROPERTY 3,POSSESSION",POSSESSION OF STOLEN PROPERTY,PL 1654000,M,14,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,19,(null),(null)
2025-01-15T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,B,44,(null),(null)
2025-01-15T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,B,50,(null),(null)
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,K,75,(null),(null)
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,34,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,K,71,(null),(null)
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,S,120,(null),(null)
2025-01-15T00:00:00.000,"MENACING,UNCLASSIFIED",ASSAULT 3 & RELATED OFFENSES,PL 1201401,K,75,(null),(null)
2025-01-15T00:00:00.000,OBSTR BREATH/CIRCUL,ASSAULT 3 & RELATED OFFENSES,PL 1211100,K,73,(null),(null)
2025-01-15T00:00:00.000,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",GRAND LARCENY,PL 1553001,M,19,(null),(null)
2025-01-15T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,Q,101,25-44,F
2025-01-15T00:00:00.000,CRIMINAL CONTEMPT 1,MISCELLANEOUS PENAL LAW,PL 21551B4,M,32,(null),(null)
2025-01-15T00:00:00.000,"FACILITATION 4, CRIMINAL",ANTICIPATORY OFFENSES,PL 1150001,B,40,25-44,F
2025-01-15T00:00:00.000,CRIMINAL POSSESSION WEAPON,DANGEROUS WEAPONS,PL 265031B,B,47,18-24,M
2025-01-15T00:00:00.000,BAIL JUMPING 3,OFFENSES AGAINST PUBLIC ADMINI,PL 2155500,Q,110,(null),(null)
2025-01-15T00:00:00.000,"TRAFFIC,UNCLASSIFIED INFRACTIO",OTHER TRAFFIC INFRACTION,VTL051101A,S,120,18-24,M
2025-01-15T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1701003,K,67,(null),(null)
